Epoch	Timestep	Runtime_in_h	Avg_Epi_Ret	Std_Epi_Ret	Max_Epi_Ret	Min_Epi_Ret	Avg_Eval_ret	Std_Eval_ret	Max_Eval_ret	Min_Eval_ret	Avg_Q_val	Std_Q_val	Max_Q_val	Min_Q_val	Critic_loss	Actor_loss	Avg_Actor_CurFE	Std_Actor_CurFE	Avg_Actor_ExtMemory	Std_Actor_ExtMemory	Avg_Critic_CurFE	Std_Critic_CurFE	Avg_Critic_ExtMemory	Std_Critic_ExtMemory
67	334999	13.004748614562882	769.753	425.57642	1071.993	167.89896	1149.8469	59.957355	1235.6584	1053.7421	41.327324	0.89595985	44.121258	37.641373	0.97301066	-41.20945	0.13022232	0.00279821	-0.00051911536	0.0024584443	0.554548	0.0055318153	0.013103677	0.0014063297
68	339999	13.205146389537388	1111.0525	30.3078	1141.3602	1080.7446	1140.4911	59.772564	1212.3138	1048.043	41.495636	0.88782996	44.033813	37.916496	1.013334	-41.376575	0.12892047	0.002960901	-0.00078572886	0.00232247	0.55503416	0.0053900112	0.014083313	0.0018033206
69	344999	13.406351401805878	1111.1676	40.056583	1151.4246	1056.5236	1161.2153	60.297306	1223.6083	1047.902	41.654613	0.8851669	44.184208	38.48601	0.9781675	-41.537655	0.12911789	0.0031834766	0.00021455679	0.0022875932	0.55556935	0.0053774063	0.016277585	0.001981405
70	349999	13.607527097529836	886.90216	283.30728	1137.2246	490.81927	1147.0416	50.634563	1206.2217	1043.5679	41.76634	0.86252254	44.345642	38.33974	1.0284846	-41.64968	0.12991434	0.0033393034	0.0013222834	0.0025644968	0.555858	0.005274456	0.018171692	0.0016222136
71	354999	13.808265977501868	922.13135	312.91623	1166.4056	480.42822	1110.5603	70.78894	1228.9597	989.7986	42.08546	0.83421767	44.34576	37.363514	0.9956836	-41.96761	0.12766643	0.0030497545	0.0023550533	0.0022539957	0.5577665	0.005229737	0.017338613	0.0015676386
72	359999	14.00914442870352	924.9525	107.729706	1032.6823	817.22284	1169.6355	60.810364	1224.5459	1053.7743	41.99353	0.8653604	44.493244	37.9606	0.8804015	-41.875507	0.12681954	0.0028744687	0.0030821303	0.0023434737	0.5587505	0.005154315	0.016020412	0.0014467714
73	364999	14.210025522576439	1117.2484	55.349045	1170.1343	1040.8296	1137.397	38.51726	1179.1344	1045.0148	42.079926	0.8561539	44.491333	38.83673	1.000601	-41.959785	0.12717539	0.0031272832	0.0043644416	0.0022354666	0.55962175	0.00509591	0.016440775	0.0014775179
74	369999	14.410588954819573	869.3921	281.39865	1068.7097	471.4345	1122.8739	55.711548	1199.5206	1048.8303	42.02993	0.89099956	44.49781	37.825474	1.0106721	-41.9077	0.1261641	0.0029410347	0.0034087617	0.0024000902	0.5583063	0.0051096785	0.016906489	0.0015223046
75	374999	14.612505825691754	980.9385	205.36087	1126.5991	690.5148	1091.5828	100.84008	1185.61	885.1824	41.81614	0.9317936	44.369316	38.432247	0.9993554	-41.69487	0.12548086	0.003035812	0.0022065116	0.0022817724	0.55715364	0.0052076564	0.015701804	0.0016058744
76	379999	14.814581601752176	1119.4744	10.581787	1130.0562	1108.8926	1107.7415	41.033596	1151.7776	1036.5908	41.827164	0.95647687	44.59494	37.94366	1.1783277	-41.705627	0.12611258	0.0029679525	0.00068783795	0.0025310614	0.558057	0.0051472518	0.018262623	0.0017345371
